,MEMBER_NO,L,R,F,M,C,K,runoff_flag
538,544,3038,107,15,26340,0.832229689,1.0,0
539,545,3050,238,5,7485,0.65,0.0,0
540,546,3038,214,16,17108,0.6599111529999999,1.0,1
541,547,3044,5,30,50831,0.7699844579999999,1.0,0
542,548,3025,309,3,17547,0.56195646,0.0,1
543,549,3027,182,2,1857,1.260387722,1.0,1
544,550,3028,13,41,60106,0.721284897,1.0,0
545,551,3037,372,2,4078,0.475,0.0,1
546,552,3025,300,4,4702,0.596737558,0.0,1
547,553,3023,501,2,2770,1.0,0.0,1
548,554,3026,3,6,10158,0.611682418,1.0,0
549,555,3043,142,6,11512,0.630306637,0.0,0
550,556,3016,137,2,3516,0.8,1.0,1
551,557,3020,2,101,119673,0.742826118,1.0,0
552,558,3020,430,3,2220,0.6634684679999999,0.0,1
553,559,3015,101,11,17729,0.576942862,1.0,0
554,560,3018,153,10,22788,0.7263252590000001,1.0,0
555,561,3025,29,2,2042,0.433290891,1.0,0
556,562,3015,33,2,2892,0.835,1.0,0
557,563,3015,3,3,4204,0.669448145,1.0,0
558,564,3013,281,13,7918,0.9129704470000001,0.0,1
559,565,3020,97,3,2024,0.6949703559999999,1.0,0
560,566,3013,5,45,29908,0.786001739,1.0,0
561,567,3013,641,5,5979,0.7734571,0.0,1
562,568,3003,18,18,22068,0.6589808770000001,1.0,0
563,569,3007,346,3,3530,0.365977337,1.0,1
564,570,2998,727,3,2801,0.624062835,0.0,1
565,571,2999,9,26,47098,0.692907767,1.0,0
566,572,3003,91,28,50156,0.707233432,1.0,1
567,573,2999,4,46,81221,0.779039657,1.0,0
568,574,2999,88,25,23854,0.6746285740000001,1.0,0
569,575,2989,525,4,8244,0.703402475,0.0,1
570,576,2998,4,34,59162,0.781142287,1.0,0
571,577,3004,337,3,4895,0.640183861,1.0,1
572,578,3010,648,2,5152,0.675,0.0,1
573,579,2989,6,68,78258,0.588061796,1.0,0
574,580,2983,74,75,94837,0.738562797,1.0,0
575,581,2986,24,33,37284,0.669089154,1.0,0
576,582,2989,522,3,12120,1.0249851490000002,0.0,1
577,583,2976,371,5,7042,0.7889378020000001,0.0,1
578,584,2980,63,23,35884,1.244676457,1.0,0
579,585,3165,374,11,35883,0.8087311540000001,0.0,1
580,586,3165,36,16,25544,0.790811932,1.0,0
581,587,2996,1,6,10473,0.7198013940000001,1.0,0
582,588,2969,20,6,6555,0.614828375,1.0,0
583,589,2966,124,17,23481,0.479699757,0.0,0
584,590,2965,38,18,15202,0.746074201,1.0,0
585,591,2961,97,7,7170,0.541599721,1.0,1
586,592,2975,92,6,5033,0.938714484,1.0,0
587,593,2960,103,39,67848,0.6964071159999999,0.0,1
588,594,2982,598,3,4836,0.570099256,0.0,1
589,595,2958,1,26,27880,1.111049857,1.0,0
590,596,2952,8,16,19137,0.685868213,1.0,0
591,597,2951,140,8,12106,0.947667272,1.0,0
592,598,2946,34,13,17772,0.626557506,1.0,0
593,599,2944,2,16,24169,0.694547975,1.0,0
594,600,2945,6,14,17964,0.7348769759999999,1.0,0
595,601,2945,128,16,25030,0.48684858200000003,1.0,1
596,602,2944,171,4,4926,0.786492083,1.0,0
597,603,2947,58,14,21515,0.9475579829999999,1.0,0
598,604,2940,32,5,5520,0.607657609,1.0,0
599,605,2944,377,2,2750,0.525,0.0,1
600,606,2941,384,5,8276,0.424710005,0.0,1
601,607,2943,34,21,60773,0.688846692,0.0,0
602,608,2951,8,28,35082,0.704010604,1.0,0
603,609,2938,569,2,2780,0.5,0.0,1
604,610,2938,67,7,7681,1.003581565,1.0,0
605,611,2937,340,2,2892,0.375,1.0,1
606,612,2944,5,4,3580,0.8122067040000001,1.0,0
607,613,2970,324,3,36696,0.65,0.0,1
608,614,2946,183,6,10625,0.791797647,0.0,1
609,615,2943,13,12,16646,0.534492371,1.0,0
610,616,2938,22,33,58081,0.587023639,1.0,0
611,617,2936,531,2,3934,0.575,0.0,1
612,618,2944,117,3,5928,0.527604588,1.0,1
613,619,2949,632,2,1572,1.0,0.0,1
614,620,2969,63,12,22288,0.634258794,1.0,0
615,621,2920,72,5,5823,0.8640494590000001,1.0,0
616,622,2944,104,18,33560,0.782893325,1.0,0
617,623,2920,305,3,5726,0.6147642329999999,1.0,1
618,624,2920,4,81,82484,0.722041608,1.0,0
619,625,2945,165,8,12761,0.709087846,1.0,0
620,626,2931,37,11,14199,1.397046271,1.0,0
621,627,2938,312,6,11836,0.392328489,0.0,1
622,628,2930,159,5,5856,0.88223873,1.0,0
623,629,2930,52,3,6933,0.8169075440000001,1.0,0
624,630,3075,12,25,38481,0.677592058,1.0,0
625,631,2929,4,18,16474,0.556689329,1.0,0
626,632,2915,146,16,28941,0.670273315,1.0,1
627,633,2940,12,23,33099,0.7817571529999999,0.0,0
628,634,2926,172,5,5595,0.641218945,1.0,0
629,635,2910,3,54,67130,0.906626843,1.0,0
630,636,2942,92,7,15252,0.53862182,0.0,0
631,637,2924,107,11,30447,0.675926692,1.0,0
632,638,2909,30,8,8948,0.74278498,1.0,1
633,639,2908,16,2,2246,0.3735886020000001,1.0,1
634,640,2908,68,9,13684,0.591560216,1.0,0
635,641,2908,152,4,4986,0.8956799040000001,1.0,0
636,642,2908,144,5,4828,0.94925435,0.0,0
637,643,2911,157,2,5612,1.183235923,1.0,0
638,644,2912,601,3,3247,0.82657838,0.0,1
639,645,2921,51,10,25424,0.7744245590000001,1.0,0
640,646,2918,385,6,8983,0.6335021710000001,0.0,1
641,647,2903,222,14,14334,0.733860053,0.0,1
642,648,2900,655,2,1096,0.35,0.0,1
643,649,2904,492,3,6231,0.666666667,0.0,1
644,650,2954,335,6,11708,0.658801674,0.0,1
645,651,2895,11,4,4768,1.140176174,1.0,0
646,652,2898,77,3,22783,0.793301585,1.0,0
647,653,2898,12,45,74402,0.7622874390000001,1.0,0
648,654,2894,268,3,3409,0.593223819,0.0,1
649,655,2894,587,2,3106,0.55,0.0,1
650,656,2887,110,6,6652,0.860396873,0.0,0
651,657,2893,62,4,7868,0.8225,1.0,0
652,658,2974,38,7,6040,0.7622880790000001,1.0,0
653,659,2885,25,5,6082,0.43117724399999996,1.0,0
654,660,2889,4,19,30044,0.563732526,1.0,0
655,661,2888,249,14,24103,0.7743301659999999,1.0,0
656,662,2883,258,2,2947,0.8464845609999999,1.0,1
657,663,2903,15,5,6313,0.6735181370000001,1.0,0
658,664,2896,3,25,37879,1.07004092,1.0,0
659,665,2878,373,6,9307,0.63566133,0.0,1
660,666,2898,9,30,48199,0.6873460029999999,1.0,0
661,667,2925,6,34,28119,0.6271435679999999,1.0,0
662,668,2907,90,2,1986,0.41724572,1.0,1
663,669,2884,109,12,16117,0.564268164,1.0,0
664,670,2916,124,15,25176,0.698263823,1.0,0
665,671,2898,630,2,2488,0.836093248,0.0,1
666,672,2885,177,2,15208,0.76000263,1.0,1
667,673,2882,21,7,8651,0.72406427,1.0,0
668,674,2889,104,14,16714,0.869656575,0.0,0
669,675,2874,76,11,7152,0.8777432890000001,1.0,0
670,676,2874,65,15,65979,0.9722899709999999,1.0,0
671,677,2873,140,29,24154,0.974156661,1.0,1
672,678,2869,282,8,8280,0.625415459,0.0,0
673,679,2907,226,6,11107,0.775774737,1.0,0
674,680,2869,2,50,70542,0.765735307,1.0,0
675,681,2873,14,16,21371,0.7788709,1.0,0
676,682,2871,34,50,58229,0.6022090370000001,1.0,0
677,683,2874,445,7,12103,0.62758407,0.0,1
678,684,2868,35,16,16792,0.589679014,1.0,0
679,685,2865,115,5,7472,0.565073608,1.0,0
680,686,2870,30,78,113329,0.6849814259999999,1.0,0
681,687,2868,44,35,68660,0.635242208,1.0,0
682,688,2898,1,16,28617,0.613683824,1.0,0
683,689,2886,15,9,13364,0.602263544,1.0,0
684,690,2909,259,2,2616,0.86,1.0,1
685,691,2894,110,19,35879,0.876347167,0.0,0
686,692,2894,192,15,25366,0.664962548,0.0,1
687,693,2868,1,52,98327,0.8075949640000001,0.0,0
688,694,2864,69,32,42342,0.7476019079999999,1.0,0
689,695,2867,133,3,2637,0.722332196,1.0,1
690,696,2874,11,6,15398,0.554959735,0.0,0
691,697,2871,217,4,48928,0.7925,1.0,0
692,698,2861,373,13,21243,0.653189286,0.0,1
693,699,2857,143,4,3160,0.637025316,1.0,0
694,700,2856,138,19,26348,0.6822001670000001,1.0,1
695,701,2867,347,5,4775,0.61,0.0,1
696,702,2879,82,12,19772,0.656129881,1.0,0
697,703,2872,81,49,74209,0.9294625990000001,0.0,1
698,704,2876,2,15,18245,0.598479035,0.0,0
699,705,2866,28,42,53398,0.651404734,1.0,0
700,706,2868,2,32,47768,0.562226386,1.0,0
701,707,2863,5,65,92722,0.883145532,1.0,0
702,708,2855,5,53,86686,0.741590338,0.0,0
703,709,2853,159,10,11460,0.9627452009999999,0.0,0
704,710,2843,499,3,3745,0.7543124170000001,0.0,1
705,711,2843,102,7,8114,0.929881686,1.0,0
706,712,2850,504,2,1139,1.0,0.0,1
707,713,2846,93,2,2829,0.436839873,1.0,0
708,714,2849,40,6,9859,0.494953849,1.0,0
709,715,2855,16,4,4319,0.595762908,1.0,0
710,716,2854,312,3,3929,0.630058539,0.0,1
711,717,2861,49,3,5668,0.751510233,1.0,0
712,718,2852,109,8,9168,0.868697644,1.0,0
713,719,2845,35,28,37816,0.732561879,1.0,0
714,720,2840,76,3,3669,0.858345598,1.0,1
715,721,2848,171,22,32118,0.71056884,0.0,1
716,722,2846,5,45,78758,0.770872165,1.0,0
717,723,2846,57,10,9283,0.6989873959999999,1.0,0
718,724,2858,211,2,3934,0.565,1.0,1
719,725,2869,99,2,2929,0.626766815,1.0,0
720,726,2869,574,2,2616,0.85,0.0,1
721,727,2854,347,11,20219,0.512644048,0.0,1
722,728,3004,4,97,116461,0.93836632,1.0,0
723,729,2840,158,4,7065,0.688779901,1.0,0
724,730,2849,2,63,77086,0.703105622,1.0,0
725,731,2852,78,12,13502,0.783141016,0.0,0
726,732,2853,76,3,4852,0.47561005799999995,1.0,0
727,733,2846,554,2,3934,0.4,0.0,1
728,734,2836,181,10,18427,0.5336072070000001,1.0,0
729,735,2835,32,35,58902,0.66561458,1.0,0
730,736,2840,74,14,13420,0.718288376,1.0,0
731,737,2837,4,24,42252,1.0867757740000001,0.0,0
732,738,2839,17,4,8392,0.58,1.0,0
733,739,2844,165,12,31251,0.9681910979999999,1.0,1
734,740,2840,5,8,14796,1.019299135,1.0,0
735,741,2838,406,3,4327,0.685706032,0.0,1
736,742,2861,145,6,6546,0.784164375,1.0,0
737,743,2831,22,76,80079,0.7351777620000001,1.0,0
738,744,2829,11,69,89629,0.699150052,1.0,0
739,745,2832,218,2,3744,0.625,1.0,1
740,746,2828,4,35,44575,0.648974089,1.0,0
741,747,2837,94,13,21861,0.575187777,0.0,0
742,748,2822,21,5,14134,1.048553134,1.0,0
743,749,2820,499,5,4845,0.8129411759999999,0.0,1
744,750,2818,4,67,52947,0.800388502,1.0,0
745,751,2831,221,11,15821,0.5717084889999999,1.0,1
746,752,2827,4,11,16502,0.518035996,1.0,0
747,753,2831,66,7,10478,0.565463829,0.0,0
748,754,2827,14,22,29815,0.9225691770000001,1.0,0
749,755,2815,15,70,117261,0.635178874,1.0,0
750,756,2887,83,3,6647,0.635632616,1.0,0
751,757,2836,14,5,6032,0.988615716,0.0,0
752,758,2828,11,19,24007,0.618028492,1.0,0
753,759,2822,2,44,58366,0.683486962,1.0,0
754,760,2831,174,17,18149,0.634419527,0.0,0
755,761,2835,221,13,23049,0.652312899,0.0,1
756,762,2832,5,10,15592,1.4855291169999998,0.0,0
757,763,2859,19,2,2868,0.485,1.0,0
758,764,2819,268,5,7972,0.612338184,1.0,0
759,765,2824,439,3,4056,0.9016272190000001,0.0,1
760,766,2808,126,4,10075,0.801668486,1.0,0
761,767,2815,243,5,8035,1.0620037340000001,1.0,0
762,768,2802,149,11,19493,0.7660729490000001,1.0,1
763,769,2836,34,12,23547,0.8776400390000001,0.0,0
764,770,2828,2,16,21748,0.63166774,1.0,0
765,771,2800,4,17,28908,0.7191850009999999,1.0,0
766,772,2813,81,5,5195,0.584211742,1.0,1
767,773,2816,269,12,15466,0.585479115,0.0,1
768,774,2811,101,4,6386,0.610746946,1.0,0
769,775,2822,116,23,41744,0.756530998,1.0,0
770,776,2830,418,9,36078,0.712155607,0.0,1
771,777,2815,96,10,11311,0.649666696,1.0,0
772,778,2809,67,19,27021,0.707969727,0.0,0
773,779,2802,87,22,58297,0.7432003359999999,1.0,0
774,780,2805,16,19,25466,0.636977146,1.0,0
775,781,2809,8,109,144321,0.914492693,1.0,0
776,782,2812,21,10,20004,0.64510198,1.0,0
777,783,2800,433,4,8208,1.027308723,0.0,1
778,784,2807,293,6,11802,0.56,0.0,1
779,785,2807,225,3,7547,0.613156221,1.0,1
780,786,2798,319,3,3870,0.483333333,1.0,1
781,787,2798,100,23,34038,0.765935425,1.0,0
782,788,2799,124,15,17354,0.664938919,1.0,0
783,789,2799,15,17,22423,0.782399768,1.0,0
784,790,2794,341,2,4040,0.571720297,1.0,1
785,791,2809,25,3,3754,0.9868913159999999,1.0,0
786,792,2806,20,14,20765,0.570163255,1.0,0
787,793,2796,17,25,26553,0.6558000979999999,1.0,0
788,794,2792,15,36,51356,0.55853357,0.0,0
789,795,2828,1,40,43418,0.7533711820000001,1.0,0
790,796,2792,12,27,24938,0.782627717,1.0,0
791,797,2791,389,2,2065,0.572154964,0.0,1
792,798,2800,18,13,9346,0.8314444679999999,1.0,0
793,799,3009,19,70,63555,0.837163874,1.0,0
794,800,2779,6,18,20722,0.7717575520000001,1.0,0
795,801,2798,198,5,8858,0.641635809,1.0,0
796,802,2810,33,31,39883,0.767491914,0.0,0
797,803,2808,41,18,18706,0.710916818,1.0,0
798,804,2783,59,12,16261,0.605864953,1.0,0
799,805,2797,22,19,21867,0.6218918920000001,1.0,0
800,806,2794,30,3,4082,0.7383243509999999,1.0,0
801,807,2783,240,2,1744,0.585,1.0,0
802,808,2784,17,30,38939,0.9771897070000001,1.0,0
803,809,2829,71,7,8521,0.6605680079999999,1.0,0
804,810,2787,584,4,4390,0.622050114,0.0,1
805,811,2807,146,5,5744,0.794693593,1.0,0
806,812,2793,1,59,104352,0.721700494,1.0,0
807,813,2771,5,12,16367,1.053532107,1.0,0
808,814,2809,178,4,4565,1.452545455,1.0,1
809,815,2792,246,32,56842,0.73487562,0.0,1
810,816,2781,209,5,3324,0.8194043320000001,1.0,0
811,817,2786,17,11,22975,0.790344287,1.0,0
812,818,2801,2,21,25088,0.651615513,1.0,0
813,819,2769,431,5,4847,0.531854756,0.0,1
814,820,2778,223,16,17940,0.8861020070000001,0.0,1
815,821,2775,276,3,1757,0.979510529,1.0,1
816,822,2782,298,7,8433,0.473443614,1.0,1
817,823,2759,96,8,14774,1.001292135,1.0,0
818,824,2769,274,5,6542,0.548394986,0.0,1
819,825,2784,603,2,24464,1.03,0.0,1
820,826,2777,79,2,2684,0.8308196720000001,1.0,0
821,827,2755,42,21,25551,0.581612853,0.0,0
822,828,2756,109,4,8282,0.728478628,1.0,0
823,829,2763,49,20,26598,0.614207459,1.0,0
824,830,2745,118,2,760,0.89,1.0,1
825,831,2753,17,14,23470,0.6819092459999999,1.0,0
826,832,2754,512,2,3434,0.6,0.0,1
827,833,2763,155,8,8810,0.48342451799999997,1.0,0
828,834,2750,19,18,28144,1.362235645,1.0,0
829,835,2786,123,7,12565,0.8114914440000001,1.0,0
830,836,2745,337,18,21188,1.434061733,0.0,1
831,837,2768,11,16,25771,0.988815723,1.0,0
832,838,2736,4,11,9714,0.804922792,1.0,0
833,839,2748,359,4,5004,0.62146283,1.0,1
834,840,2752,43,12,22994,0.583476994,0.0,0
835,841,2770,21,22,25204,0.9062624979999999,1.0,0
836,842,2769,30,31,51368,0.8062901029999999,1.0,0
837,843,2755,89,2,2579,0.321558744,1.0,1
838,844,2750,443,3,2348,0.883091993,0.0,1
839,845,2756,68,7,8421,0.67881843,1.0,0
840,846,2739,369,3,8016,0.483333333,0.0,1
841,847,2766,34,14,16096,0.7873148609999999,1.0,0
842,848,2732,2,20,29922,0.48531114200000003,1.0,0
843,849,2750,504,3,2795,1.0,0.0,1
844,850,2749,244,9,57245,0.8367280990000001,0.0,1
845,851,2742,6,21,19427,0.768644155,1.0,0
846,852,2729,23,8,15213,0.6360717810000001,0.0,0
847,853,2738,121,10,13032,0.820166513,0.0,0
848,854,2728,46,5,8722,0.8399506990000001,1.0,0
849,855,2739,18,11,17635,0.577722143,1.0,0
850,856,2717,28,16,19985,0.5530392789999999,1.0,0
851,857,2739,5,60,154736,0.689844509,1.0,0
852,858,2729,14,10,16047,0.629512681,0.0,0
853,859,2745,570,3,4533,1.153165674,0.0,1
854,860,2756,2,23,27183,0.7341614240000001,1.0,0
855,861,2739,78,14,11400,0.718368421,0.0,0
856,862,2739,95,8,9038,0.52604116,1.0,0
857,863,2736,74,41,43239,0.681449155,1.0,1
858,864,2716,103,24,43544,0.723037617,1.0,0
859,865,2740,5,32,69125,0.602612803,1.0,0
860,866,2786,526,4,5325,0.786516432,0.0,1
861,867,2718,3,16,14817,0.806695012,1.0,0
862,868,2718,197,6,5847,0.9025226609999999,0.0,0
863,869,2725,21,17,19371,0.750555986,1.0,0
864,870,2729,135,6,13472,0.54084323,0.0,0
865,871,2727,492,5,4288,0.7428521459999999,0.0,1
866,872,2738,24,13,27181,0.760280343,1.0,0
867,873,2725,284,2,1886,0.7941357370000001,1.0,0
868,874,2732,159,2,2378,0.675,1.0,1
869,875,2716,49,4,7632,0.785987945,1.0,0
870,876,2787,6,83,149993,0.9607655690000001,1.0,0
871,877,2750,110,22,37558,0.711315033,1.0,0
872,878,2712,712,2,1387,0.8,0.0,1
873,879,2751,189,3,10798,0.3,1.0,1
874,880,2725,130,18,16553,0.909421857,1.0,1
875,881,2720,140,9,11130,0.533987421,1.0,1
876,882,2718,35,29,50660,0.917573628,0.0,0
877,883,2714,565,2,2871,0.843573668,0.0,1
878,884,2700,37,29,18707,0.892358475,1.0,0
879,885,2699,215,7,8386,0.966496542,1.0,1
880,886,2717,159,2,2020,0.685,1.0,1
881,887,2752,32,33,53614,0.764669303,1.0,0
882,888,2706,185,5,18728,0.840971273,1.0,1
883,889,2727,104,9,13301,0.7194489140000001,1.0,0
884,890,2708,39,3,5134,0.599493572,0.0,0
885,891,2720,9,62,103017,0.695298834,1.0,0
886,892,2713,69,8,5653,0.657362462,1.0,0
887,893,2708,149,2,1718,0.72,1.0,1
888,894,2719,73,14,24649,1.3675207919999999,1.0,0
889,895,2717,522,2,2103,0.906276748,0.0,1
890,896,2708,56,5,8119,0.643307058,1.0,0
891,897,2718,175,12,11278,0.7449042379999999,0.0,0
892,898,2721,42,25,26009,0.870387558,1.0,0
893,899,2828,108,10,10447,1.394361061,1.0,0
894,900,2708,241,5,6850,0.737610219,1.0,0
895,901,2710,194,2,1380,0.92,1.0,1
896,902,2709,469,2,4268,0.75,0.0,1
897,903,2674,192,5,8396,0.859883278,1.0,0
898,904,2694,123,3,7604,0.7227314570000001,0.0,0
899,905,2706,170,4,5412,0.582869549,0.0,0
900,906,2675,68,24,35804,0.825956597,1.0,0
901,907,2725,94,14,19412,1.298481352,1.0,0
902,908,2695,7,14,18861,1.413993426,1.0,0
903,909,2697,533,4,4055,0.50244143,0.0,1
904,910,2702,125,2,4743,1.1775521820000001,1.0,1
905,911,2693,135,4,3145,0.8765373609999999,0.0,0
906,912,2697,187,2,1866,0.92,1.0,1
907,913,2702,239,4,6786,0.6469230770000001,1.0,1
908,914,2699,165,7,11246,0.61780722,1.0,1
909,915,2699,32,49,65717,1.425973949,1.0,0
910,916,2691,11,29,211369,0.8888699859999999,1.0,0
911,917,2679,7,16,9917,0.755957447,1.0,0
912,918,2695,14,14,27061,0.684520158,0.0,0
913,919,2701,363,3,3427,0.490078786,0.0,1
914,920,2697,131,2,4341,0.567228749,1.0,0
915,921,2694,5,66,87096,0.842461652,1.0,0
916,922,2681,50,20,27216,1.4079938269999999,1.0,0
917,923,2687,433,3,1655,0.696072508,0.0,1
918,924,2670,567,5,3770,1.0,0.0,1
919,925,2696,544,2,2800,0.75,0.0,1
920,926,2686,65,18,21253,0.451028561,1.0,0
921,927,2673,77,33,52732,0.627475726,0.0,0
922,928,2680,25,7,12957,0.71619665,1.0,0
923,929,2714,12,11,11175,0.896371365,1.0,0
924,930,2678,5,36,34904,0.6754738709999999,1.0,0
925,931,2696,251,5,3450,0.92,1.0,1
926,932,2686,47,26,24032,0.78418234,0.0,0
927,933,2703,74,15,43996,0.776726975,1.0,0
928,934,2758,69,9,9922,0.730515017,1.0,0
929,935,2686,24,4,5500,0.605018182,1.0,0
930,936,2713,253,3,5075,0.622344828,1.0,1
931,937,2708,2,16,21095,0.788483053,1.0,0
932,938,2679,547,4,8750,0.590262857,0.0,1
933,939,2676,199,8,12371,0.5806499070000001,0.0,1
934,940,2675,29,14,22126,0.749867125,1.0,0
935,941,2673,6,11,11165,0.495454545,1.0,0
936,942,2767,95,10,12658,0.917641808,1.0,0
937,943,2661,33,10,13860,0.8093946609999999,1.0,0
938,944,2692,83,6,12554,0.5656834479999999,1.0,0
939,945,2679,11,24,40691,0.8851731340000001,1.0,0
940,946,2661,132,2,2456,0.870651466,1.0,0
941,947,2657,23,5,4873,0.528709214,1.0,0
942,948,2675,49,12,15797,0.7674438179999999,0.0,0
943,949,2684,107,11,10623,0.501386614,0.0,0
944,950,2672,222,2,4225,0.7767218929999999,1.0,0
945,951,2681,14,67,123464,1.265322199,1.0,0
946,952,2699,44,2,3934,0.77,1.0,1
947,953,2679,92,15,5076,1.345626478,1.0,0
948,954,2678,90,2,1104,0.633532609,1.0,0
949,955,2674,27,27,46895,0.646773856,1.0,0
950,956,2674,492,7,5175,0.740830918,0.0,1
951,957,2683,58,7,10311,0.705958685,1.0,0
952,958,2716,167,3,2836,0.5931593789999999,1.0,0
953,959,2674,431,2,2892,0.825,0.0,1
954,960,2651,163,5,4358,0.833483249,1.0,0
955,961,2666,4,16,21462,0.575905321,1.0,0
956,962,2678,460,3,4767,0.514317181,0.0,1
957,963,2659,103,13,14697,0.687686603,0.0,0
958,964,2671,721,2,2616,0.375,0.0,1
959,965,2678,167,6,6474,0.42,1.0,0
960,966,2699,239,4,5555,0.49359676,0.0,0
961,967,2681,362,3,5941,0.826544353,0.0,1
962,968,2682,2,4,12293,0.650532824,1.0,0
963,969,2667,109,7,16005,0.878344892,1.0,0
964,970,2683,95,10,17277,0.8410105920000001,1.0,0
965,971,2682,74,45,42068,0.659406199,1.0,0
966,972,2652,11,45,69476,0.571751252,1.0,0
967,973,2649,83,4,5194,0.492098575,1.0,0
968,974,2661,25,11,8776,0.769804011,1.0,0
969,975,2668,319,6,7944,0.6070682279999999,0.0,1
970,976,2678,309,11,8106,0.757512953,0.0,1
971,977,2676,131,6,6748,0.887857143,1.0,1
972,978,2689,10,37,31411,0.7458062459999999,1.0,0
973,979,2658,371,11,9690,0.806511868,0.0,1
974,980,2664,159,4,4447,1.239437823,1.0,0
975,981,2672,9,13,14142,0.755079904,1.0,0
976,982,2673,299,4,5599,0.6891051970000001,0.0,1
977,983,2678,116,19,46654,0.518352982,1.0,0
978,984,2655,258,11,11790,0.587536896,1.0,1
979,985,2688,305,3,3123,0.851440922,1.0,1
980,986,2650,240,5,8133,1.4860789380000001,1.0,0
981,987,2615,1,15,38487,0.7914945309999999,1.0,0
982,988,2637,14,34,50069,0.6551974279999999,1.0,0
983,989,2689,18,27,74301,0.6832123390000001,1.0,0
984,990,2633,2,26,30965,0.8035733890000001,1.0,0
985,991,2641,19,7,13769,0.71,1.0,0
986,992,2636,103,10,10069,0.784450293,1.0,0
987,993,2629,36,8,11884,0.705084147,1.0,0
988,994,2638,75,24,32382,0.7261682420000001,1.0,0
989,995,2633,75,2,4756,0.735,1.0,1
990,996,2644,16,40,28364,0.930836271,1.0,0
991,997,2637,9,4,4769,0.928068778,1.0,0
992,998,2639,16,5,9489,0.5656655070000001,1.0,0
993,999,2634,41,13,125853,0.72670131,1.0,0
994,1000,2620,17,21,29555,0.640126882,1.0,0
995,1001,2625,17,20,44146,0.576792008,1.0,0
996,1002,2647,271,12,14580,0.7900960220000001,0.0,1
997,1003,2629,210,2,4044,0.8429599409999999,1.0,1
998,1004,2657,262,6,10912,1.069506048,1.0,1
999,1005,2664,45,14,23288,0.6756896259999999,1.0,0
1000,1006,2623,40,21,29530,0.7320118520000001,1.0,0
1001,1007,2627,94,5,7586,0.476291853,1.0,0
1002,1008,2644,187,5,8055,0.601950341,1.0,0
1003,1009,2638,6,13,21381,0.675459052,1.0,0
1004,1010,2620,227,2,1295,0.706571429,1.0,0
1005,1011,2597,15,36,52294,0.850514208,1.0,0
1006,1012,2612,132,3,3220,0.368136646,1.0,1
1007,1013,2644,41,4,5090,0.605202358,1.0,0
1008,1014,2610,63,9,6718,0.732823757,0.0,0
1009,1015,2626,243,3,5936,0.75,0.0,1
1010,1016,2598,8,20,37415,0.734562609,1.0,0
1011,1017,2631,111,14,19092,0.742492143,0.0,0
1012,1018,2607,243,7,15432,0.577014645,0.0,0
1013,1019,2654,41,11,16345,0.7901976140000001,1.0,0
1014,1020,2610,10,9,8105,0.824631709,1.0,0
1015,1021,2610,242,10,12494,0.630693933,1.0,0
1016,1022,2613,12,56,80865,0.794874297,1.0,0
1017,1023,2623,59,18,30008,0.780118635,1.0,0
1018,1024,2605,106,9,13492,0.503387934,1.0,0
1019,1025,2600,86,4,3123,0.522788985,1.0,1
1020,1026,2616,97,2,2570,0.3,1.0,1
1021,1027,2602,489,4,6424,0.8162515570000001,0.0,1
1022,1028,2596,49,33,25814,0.6476582470000001,1.0,0
1023,1029,2597,25,6,7680,0.680903646,0.0,0
1024,1030,2599,28,3,3416,0.49961358299999997,1.0,0
1025,1031,2616,19,2,2616,0.43,1.0,0
1026,1032,2616,652,2,2627,0.774476589,0.0,1
1027,1033,2616,67,17,20211,0.484195735,1.0,0
1028,1034,2614,189,10,13981,0.624999642,0.0,0
1029,1035,2596,15,71,107032,0.78021629,1.0,0
1030,1036,2611,350,5,7114,0.818498735,0.0,1
1031,1037,2603,128,8,21375,0.540012164,1.0,0
1032,1038,2601,1,21,22349,0.777679091,1.0,0
1033,1039,2601,3,49,89006,0.690976788,1.0,0
1034,1040,2581,25,67,107438,0.71315326,1.0,0
1035,1041,2623,5,67,107942,0.666477923,1.0,0
1036,1042,2595,58,20,37951,0.66658955,0.0,0
1037,1043,2602,35,5,5637,0.497156289,1.0,0
1038,1044,2611,22,10,10344,0.7063292729999999,1.0,0
1039,1045,2599,302,2,1910,0.56,1.0,1
1040,1046,2586,502,2,2004,1.0,0.0,1
1041,1047,2594,12,5,9288,0.802307278,1.0,0
1042,1048,2587,5,33,31112,0.721263821,0.0,0
1043,1049,2598,15,50,50717,0.69696512,1.0,0
1044,1050,2591,641,2,2790,0.945698925,0.0,1
1045,1051,2582,478,2,2485,0.7202414490000001,0.0,1
1046,1052,2597,512,11,22283,0.750724768,0.0,1
1047,1053,2581,19,26,44256,0.797633315,1.0,0
1048,1054,2583,15,26,24841,0.754728071,1.0,0
1049,1055,2592,27,10,18885,0.515726767,1.0,0
1050,1056,2586,531,2,1894,0.779012672,0.0,1
1051,1057,2598,22,13,10846,0.761747188,1.0,0
1052,1058,2652,21,25,53059,0.669993215,1.0,0
1053,1059,2583,7,13,15425,1.146790924,1.0,0
1054,1060,2592,7,12,17313,0.6796753879999999,1.0,0
1055,1061,2615,266,7,10240,0.467296875,0.0,1
1056,1062,2602,31,2,2877,0.6772193259999999,1.0,1
