MEMBER_NO,FLIGHT_COUNT,BASE_POINTS_SUM,SEG_KM_SUM,AVG_FLIGHT_INTERVAL,FFP_days,EXPENSE_SUM_YR_1,EXPENSE_SUM_YR_2,EXPENSE_SUM,runoff_flag,K
490,17,9607,25085,18,424,3062,7987,11049,1,1
491,3,1199,1968,162.5,424,511,993,1504,0,1
492,3,900,1688,77,421,435,989,1424,1,1
493,2,1678,1976,99,421,0,1558,1558,1,1
494,2,1572,4154,1,414,1400,0,1400,1,0
495,6,1575,4824,21.4,414,516,2169,2685,1,1
496,27,17539,33730,12.92307692,414,0,19762,19762,0,1
497,4,1990,8636,74.33333333,386,0,2223,2223,0,1
498,3,3187,4659,111,395,0,3527,3527,0,1
499,2,0,1312,1,379,0,438,438,1,1
500,65,46618,75026,5.6875,386,0,47063,47063,0,1
501,3,4295,5242,62.5,379,640,3128,3768,1,1
502,6,2442,9870,73.4,386,1170,3563,4733,0,1
503,2,2693,4570,2,379,0,2871,2871,1,1
504,7,6053,12511,34.83333333,372,0,7047,7047,0,1
505,5,4823,9176,10.5,372,0,5483,5483,1,1
506,2,1521,3321,430,598,1040,630,1670,0,1
507,7,5835,11965,45,412,1392,4667,6059,1,1
508,9,8762,21548,54.25,436,3194,8562,11756,0,1
509,3,1915,3713,56,515,2771,0,2771,1,0
510,9,6012,7604,87.375,1079,2426,3915,6341,0,1
511,8,15264,15736,62.71428571,1098,1700,10625,12325,0,1
512,2,562,2002,9,410,0,949,949,1,1
513,9,4769,8082,63.875,2403,3569,2607,6176,1,0
514,2,2174,2253,1,398,0,1900,1900,1,1
515,5,6182,8541,76.5,388,0,6291,6291,0,1
516,9,9046,13315,46,475,1228,8085,9313,0,1
517,2,2041,3554,39,381,1026,1450,2476,1,1
518,6,4996,7767,12.2,381,0,5060,5060,1,1
519,3,2209,2282,19.5,378,0,2264,2264,1,1
520,29,16262,31619,14.53571429,410,1806,17905,19711,0,1
521,18,14953,21171,18.17647059,375,0,9409,9409,0,1
522,7,8421,17557,15.16666667,375,0,8636,8636,1,1
523,18,17409,23028,35.17647059,1126,10460,7290,17750,0,1
524,4,4978,5156,30.66666667,368,0,4799,4799,0,1
525,3,2120,3106,179,2448,1190,1334,2524,1,0
526,3,2500,4508,99,1980,0,2549,2549,0,1
527,18,24682,33040,20.58823529,1416,0,22657,22657,0,1
528,2,1000,1074,60,2676,0,1343,1343,1,1
529,5,3685,8105,46,409,1388,2811,4199,1,1
530,4,4802,8543,218,3057,2641,3141,5782,0,1
531,40,30572,49383,17.71794872,3044,17799,16434,34233,0,1
532,2,675,1739,3,3050,0,1103,1103,1,1
533,5,3459,7875,113,3051,2288,1946,4234,0,0
534,17,13424,22544,44.1875,3044,4480,9411,13891,0,1
535,26,39740,35705,22.56,3042,6781,8964,15745,1,0
536,53,34937,64410,13.44230769,3041,22846,22563,45409,0,1
537,34,27167,52394,21.51515152,3041,19241,11400,30641,0,0
538,3,3962,4123,34,3045,0,3495,3495,1,1
539,21,21169,26095,27.3,3040,10706,7683,18389,1,0
540,4,1676,6255,121,3030,1994,1096,3090,0,0
541,9,11139,17695,71,3032,2992,8079,11071,0,1
542,22,35856,25907,31.14285714,3031,13365,23871,37236,0,1
543,22,18440,24370,34.28571429,3055,10082,8124,18206,0,1
544,15,20921,26340,41.21428571,3038,13718,4977,18695,0,0
545,5,3265,7485,120.5,3050,1680,0,1680,0,0
546,16,10574,17108,25.93333333,3038,4327,7535,11862,1,1
547,30,38171,50831,24.68965517,3044,8314,26714,35028,0,1
548,3,6190,17547,34.5,3025,2328,3700,6028,1,0
549,2,2265,1857,23,3027,0,2412,2412,1,1
550,41,36242,60106,17.5,3028,16986,21362,38348,0,1
551,2,713,4078,99,3037,1644,0,1644,1,0
552,4,2211,4702,120.6666667,3025,2148,464,2612,1,0
553,2,3178,2770,3,3023,2680,0,2680,1,0
554,6,5191,10158,69.2,3026,0,5858,5858,0,1
555,6,5525,11512,116.4,3043,4946,1309,6255,0,0
556,2,3155,3516,8,3016,0,2448,2448,1,1
557,101,78310,119673,7.29,3020,42660,41369,84029,0,1
558,3,870,2220,120.5,3020,1577,0,1577,1,0
559,11,6643,17729,58.1,3015,2025,7446,9471,0,1
560,10,8814,22788,62.22222222,3018,5864,6086,11950,0,1
561,2,255,2042,209,3025,0,940,940,0,1
562,2,2726,2892,68,3015,0,2021,2021,0,1
563,3,1937,4204,338,3015,553,364,917,0,1
564,13,7102,7918,37.16666667,3013,6237,1775,8012,1,0
565,3,1479,2024,160.5,3020,459,1260,1719,0,1
566,45,21740,29908,16.27272727,3013,10436,15358,25794,0,1
567,5,3630,5979,21.25,3013,4560,0,4560,1,0
568,18,12288,22068,41.29411765,3003,3762,10591,14353,0,1
569,3,451,3530,27,3007,440,806,1246,1,1
570,3,1700,2801,1,2998,1794,0,1794,1,0
571,26,29680,47098,23.08,2999,3322,24832,28154,0,1
572,28,31925,50156,23.25925926,3003,12961,17286,30247,1,1
573,46,51531,81221,16.11111111,2999,19798,21368,41166,0,1
574,25,13871,23854,22.70833333,2999,9294,3910,13204,0,0
575,4,4849,8244,67.33333333,2989,4983,0,4983,1,0
576,34,45674,59162,21.48484848,2998,14148,24996,39144,0,1
577,3,1805,4895,145,3004,1190,1704,2894,1,1
578,2,1804,5152,5,3010,2579,0,2579,1,0
579,68,33971,78258,10.6119403,2989,21914,22551,44465,0,1
580,75,56679,94837,8.635135135,2983,35012,28838,63850,0,1
581,33,17211,37284,21.5625,2986,16261,7870,24131,0,0
582,3,14129,12120,94.5,2989,8030,0,8030,1,0
583,5,4861,7042,75,2976,5255,0,5255,1,0
584,23,44129,35884,27.77272727,2980,19613,27277,46890,0,1
585,11,24776,35883,35.6,3165,19440,0,19440,1,0
586,16,18093,25544,35.73333333,3165,5054,13081,18135,0,1
587,6,6570,10473,29.8,2996,0,6727,6727,0,1
588,6,2519,6555,92.6,2969,960,1155,2115,0,1
589,17,6856,23481,37.5,2966,8915,1918,10833,0,0
590,18,9946,15202,37.88235294,2965,5953,5316,11269,0,0
591,7,2052,7170,32.16666667,2961,0,3474,3474,1,1
592,6,4587,5033,106.8,2975,1300,3650,4950,0,1
593,39,39543,67848,16.23684211,2960,29382,13968,43350,1,0
594,3,1653,4836,62,2982,2661,0,2661,1,0
595,26,27339,27880,28.88,2958,14309,14858,29167,0,1
596,16,12080,19137,41.33333333,2952,5537,7022,12559,0,1
597,8,9985,12106,56.14285714,2951,6260,4668,10928,0,1
598,13,7995,17772,43.83333333,2946,5267,5101,10368,0,0
599,16,15289,24169,46.2,2944,4174,11090,15264,0,1
600,14,12938,17964,51.69230769,2945,3828,8914,12742,0,1
601,16,5690,25030,26.4,2945,5293,4847,10140,1,0
602,4,3452,4926,59.33333333,2944,0,3697,3697,0,1
603,14,18283,21515,47.69230769,2947,7408,11278,18686,0,1
604,5,2096,5520,172,2940,840,2445,3285,0,1
605,2,1032,2750,2,2944,1418,0,1418,1,0
606,5,2481,8276,65.75,2941,1226,0,1226,1,0
607,21,41845,60773,30.1,2943,21954,9291,31245,0,0
608,28,20332,35082,22.77777778,2951,9040,14600,23640,0,1
609,2,988,2780,4,2938,1300,0,1300,1,0
610,7,8189,7681,26.66666667,2938,0,7078,7078,0,1
611,2,533,2892,64,2937,353,705,1058,1,1
612,4,2640,3580,125.6666667,2944,0,1914,1914,0,1
613,3,13956,36696,121.5,2970,5800,2000,7800,1,0
614,6,6751,10625,48.6,2946,5344,2011,7355,1,0
615,12,5544,16646,64.63636364,2943,0,3868,3868,0,0
616,33,22193,58081,21.84375,2938,13101,15717,28818,0,1
617,2,1526,3934,3,2936,1955,0,1955,1,0
618,3,2102,5928,1.5,2944,0,2480,2480,1,1
619,2,1550,1572,89,2949,1700,0,1700,1,0
620,12,10890,22288,47.18181818,2969,8388,3862,12250,0,1
621,5,4954,5823,52.75,2920,0,4775,4775,0,1
622,18,27556,33560,35.76470588,2944,14790,8183,22973,0,0
623,3,3372,5726,100.5,2920,390,2400,2790,1,1
624,81,45697,82484,9.05,2920,22516,36304,58820,0,1
625,8,7032,12761,72,2945,3452,5250,8702,0,1
626,11,18891,14199,44.9,2931,1215,17186,18401,0,1
627,6,2529,11836,67.6,2938,2599,1559,4158,1,0
628,5,4080,5856,141.75,2930,2106,607,2713,0,0
629,3,4703,6933,221,2930,1700,3233,4933,0,1
630,25,18996,38481,24.83333333,3075,10374,13716,24090,0,1
631,18,5474,16474,36.17647059,2929,3482,4937,8419,0,1
632,16,17042,28941,38.33333333,2915,7120,9215,16335,1,0
633,23,21279,33099,31.63636364,2940,14938,6551,21489,0,0
634,5,3006,5595,101,2926,2258,1504,3762,0,0
635,54,57789,67130,13.60377358,2910,23937,34081,58018,0,1
636,7,5807,15252,102.1666667,2942,5114,2000,7114,0,0
637,11,19152,30447,50.2,2924,396,9188,9584,0,1
638,8,6060,8948,7.285714286,2909,0,6516,6516,1,1
639,2,346,2246,11,2908,0,862,862,1,1
640,9,5030,13684,57.375,2908,3711,3706,7417,0,1
641,4,3666,4986,178.3333333,2908,2166,1988,4154,0,1
642,5,4299,4828,126.25,2908,1142,1260,2402,0,0
643,2,7297,5612,413,2911,2812,2468,5280,0,1
644,3,2492,3247,57.5,2912,2772,0,2772,1,0
645,10,16321,25424,69.11111111,2921,13550,2100,15650,0,0
646,6,4876,8983,48.6,2918,350,0,350,1,0
647,14,9149,14334,29.46153846,2903,7491,4236,11727,1,0
648,2,200,1096,1,2900,490,0,490,1,0
649,3,3539,6231,30,2904,3500,0,3500,1,0
650,6,5700,11708,79,2954,5389,1500,6889,1,0
651,4,6043,4768,184.6666667,2895,1160,5977,7137,0,1
652,3,22497,22783,114,2898,0,10950,10950,0,1
653,45,51739,74402,16.15909091,2898,30561,15758,46319,0,0
654,3,1266,3409,134,2894,1260,609,1869,1,0
655,2,1052,3106,3,2894,1639,0,1639,1,0
656,6,5472,6652,102,2887,2951,1456,4407,0,0
657,4,6487,7868,28,2893,0,5593,5593,0,1
658,7,4071,6040,105.3333333,2974,1570,3154,4724,0,1
659,5,1120,6082,48.5,2885,0,2794,2794,0,1
660,19,12475,30044,39,2889,7929,7142,15071,0,0
661,14,17249,24103,35.23076923,2888,9154,6386,15540,0,0
662,2,2761,2947,60,2883,0,2269,2269,1,1
663,5,3053,6313,177.25,2903,712,2268,2980,0,1
664,25,38381,37879,30.25,2896,6683,30619,37302,0,1
665,6,3427,9307,63.8,2878,1092,0,1092,1,0
666,30,26930,48199,23.62068966,2898,12392,14769,27161,0,0
667,34,15808,28119,21.24242424,2925,8363,11966,20329,0,1
668,2,228,1986,85,2907,0,445,445,1,1
669,12,4464,16117,49.36363636,2884,3015,5799,8814,0,1
670,15,14040,25176,41.5,2916,8772,6993,15765,0,0
671,2,2284,2488,19,2898,1824,0,1824,1,0
672,2,10553,15208,10,2885,0,6600,6600,1,1
673,7,5011,8651,101.1666667,2882,3030,2268,5298,0,1
674,14,13624,16714,44.53846154,2889,11596,686,12282,0,0
675,11,5970,7152,53,2874,3083,5335,8418,0,1
676,15,71824,65979,39.64285714,2874,17437,20084,37521,0,1
677,29,22528,24154,20.35714286,2873,11130,9710,20840,1,1
678,8,2764,8280,63.14285714,2869,4898,330,5228,0,0
679,6,8261,11107,98.8,2907,3764,3761,7525,0,1
680,50,51216,70542,14.75510204,2869,18136,31863,49999,0,1
681,16,15124,21371,46,2873,5089,10739,15828,0,1
682,50,25503,58229,14.2244898,2871,17616,18044,35660,0,1
683,7,6067,12103,47.16666667,2874,5390,0,5390,1,0
684,16,6484,16792,41.73333333,2868,3646,5475,9121,0,1
685,5,3023,7472,104.25,2865,1334,2746,4080,0,1
686,78,66455,113329,9,2870,27240,45578,72818,0,1
687,35,33989,68660,20.17647059,2868,16610,13976,30586,0,0
688,16,15142,28617,48.66666667,2898,5805,9608,15413,0,1
689,9,5809,13364,53.375,2886,552,5614,6166,0,1
690,2,2396,2616,252,2909,1024,1178,2202,1,1
691,19,31379,35879,33.11111111,2894,19825,11001,30826,0,0
692,15,13629,25366,28,2894,8661,6038,14699,1,0
693,52,71462,98327,14.21568627,2868,49222,21714,70936,0,0
694,32,29650,42342,21.06451613,2864,11865,15485,27350,0,1
695,3,1317,2637,13.5,2867,0,1961,1961,1,1
696,6,5872,15398,128.2,2874,4172,1900,6072,0,0
697,4,32568,48928,137.3333333,2871,6400,7650,14050,0,1
698,13,8907,21243,24.91666667,2861,10920,0,10920,1,0
699,4,1214,3160,115.3333333,2857,753,1624,2377,0,1
700,19,15871,26348,32.94444444,2856,11581,5028,16609,1,1
701,5,1948,4775,94.75,2867,2401,588,2989,1,0
702,12,12099,19772,46.45454545,2879,8285,3849,12134,0,0
703,49,66149,74209,13.45833333,2872,42870,19719,62589,1,0
704,15,8067,18245,50.71428571,2876,8090,2399,10489,0,0
705,42,30206,53398,17.09756098,2866,16115,17837,33952,0,1
706,32,20850,47768,23.09677419,2868,10987,14834,25821,0,1
707,65,80126,92722,11.3125,2863,23639,45091,68730,0,1
708,53,55646,86686,13.59615385,2855,34827,15069,49896,0,0
709,10,9075,11460,54.11111111,2853,9081,1513,10594,0,0
710,3,1871,3745,58,2843,2734,0,2734,1,0
711,7,7481,8114,58.16666667,2843,960,4148,5108,0,1
712,2,1121,1139,1,2850,1210,0,1210,1,0
713,2,270,2829,364,2846,567,646,1213,0,1
714,6,3154,9859,108.4,2849,788,3619,4407,0,1
715,4,2614,4319,206.3333333,2855,2435,858,3293,0,1
716,3,2131,3929,205,2854,833,0,833,1,0
717,3,3166,5668,240,2861,1200,2630,3830,0,1
718,8,7018,9168,70,2852,5284,1882,7166,0,1
719,28,23482,37816,25.7037037,2845,13049,12201,25250,0,0
720,3,3703,3669,26.5,2840,0,2858,2858,1,1
721,22,17893,32118,24.80952381,2848,13909,7717,21626,1,0
722,45,55225,78758,15.97727273,2846,25337,37880,63217,0,1
723,10,5295,9283,72.33333333,2846,2079,4246,6325,0,1
724,2,1526,3934,64,2858,0,1921,1921,1,1
725,2,1471,2929,103,2869,0,2970,2970,0,1
726,2,2396,2616,1,2869,2176,0,2176,1,0
727,11,7347,20219,37.6,2854,7292,1805,9097,1,0
728,97,99324,116461,7.572916667,3004,44371,55847,100218,0,1
729,4,5267,7065,113.6666667,2840,1622,2696,4318,0,1
730,63,46894,77086,10.96774194,2849,23083,22960,46043,0,0
731,12,10204,13502,53.09090909,2852,5972,3563,9535,0,0
732,3,1450,4852,126.5,2853,0,1790,1790,0,1
733,2,0,3934,2,2846,1360,0,1360,1,0
734,10,6779,18427,57.77777778,2836,5158,3372,8530,0,0
735,35,33310,58902,19.44117647,2835,18712,15321,34033,0,0
736,14,7451,13420,44.46153846,2840,6568,3137,9705,0,0
737,24,44833,42252,30.86956522,2837,27555,10562,38117,0,0
738,4,3204,8392,70.66666667,2839,0,4501,4501,0,1
739,12,31864,31251,38.54545455,2844,6044,26439,32483,1,0
740,8,13802,14796,101.4285714,2840,9007,3775,12782,0,0
741,3,2789,4327,155,2838,2741,0,2741,1,0
742,6,4828,6546,112.4,2861,3066,0,3066,0,1
743,76,52363,80079,9.32,2831,35329,29137,64466,0,1
744,69,52844,89629,10.45588235,2829,31294,28809,60103,0,0
745,2,1394,3744,6,2832,0,2188,2188,1,1
746,35,23665,44575,21.23529412,2828,18883,11873,30756,0,1
747,13,10870,21861,50.83333333,2837,4308,2648,6956,0,0
748,5,16291,14134,128,2822,690,16969,17659,0,1
749,5,3106,4845,50.5,2820,3945,0,3945,1,0
750,67,42357,52947,10.54545455,2818,21035,29877,50912,0,1
751,11,7674,15821,48.1,2831,4179,2908,7087,1,1
752,11,5936,16502,68.2,2827,2305,4232,6537,0,1
753,7,3832,10478,107,2831,2012,1943,3955,0,0
754,22,25638,29815,29.38095238,2827,10878,13065,23943,0,1
755,70,60479,117261,10.37681159,2815,33777,33138,66915,0,1
756,3,2891,6647,255.5,2887,438,3230,3668,0,1
757,5,5616,6032,168.75,2836,5040,939,5979,0,0
758,19,11614,24007,37.16666667,2828,2779,8744,11523,0,1
759,44,33456,58366,11.06976744,2822,3970,32660,36630,0,1
760,17,9851,18149,32.6875,2831,10808,730,11538,0,0
761,13,10327,23049,34.25,2835,11570,1834,13404,1,0
762,10,22032,15592,78.44444444,2832,17310,3328,20638,0,0
763,2,462,2868,88,2859,0,1213,1213,0,1
764,5,3961,7972,115.25,2819,2416,1884,4300,0,0
765,3,3620,4056,92,2824,1024,0,1024,1,0
766,4,5498,10075,139.6666667,2808,3200,2250,5450,0,1
767,5,9174,8035,115.25,2815,1595,8016,9611,0,1
768,11,12574,19493,57.7,2802,6819,5680,12499,1,0
769,12,19843,23547,62,2836,17014,1989,19003,0,0
770,16,10136,21748,40.73333333,2828,4158,8387,12545,0,1
771,17,18051,28908,32.5625,2800,6766,11981,18747,0,1
772,5,1826,5195,26.5,2813,0,3114,3114,1,1
773,12,8405,15466,35.18181818,2816,6703,2379,9082,1,0
774,4,2896,6386,66.33333333,2811,0,4564,4564,0,1
775,23,28115,41744,25.63636364,2822,7647,20557,28204,0,1
776,9,15279,36078,37,2830,17317,0,17317,1,0
777,10,6721,11311,47.33333333,2815,2447,3138,5585,0,1
778,19,15596,27021,33.66666667,2809,7881,5982,13863,0,0
779,22,43712,58297,25.57142857,2802,18235,15653,33888,0,1
780,19,11951,25466,39.27777778,2805,2560,9594,12154,0,1
781,109,133352,144321,6.666666667,2809,55657,76163,131820,0,1
782,10,9609,20004,60,2812,3310,7484,10794,0,1
783,4,8449,8208,90.66666667,2800,8330,0,8330,1,0
784,6,3434,11802,74.8,2807,4420,1292,5712,1,0
785,3,2287,7547,13.5,2807,0,3799,3799,1,1
786,3,1398,3870,24.5,2798,640,1216,1856,1,1
787,23,21334,34038,27.90909091,2798,16181,7868,24049,0,0
788,15,8035,17354,35.21428571,2799,5528,3285,8813,0,0
789,17,15160,22423,37.5,2799,5440,8138,13578,0,1
790,2,1440,4040,72,2794,1190,851,2041,1,1
791,3,3624,3754,112,2809,0,1350,1350,0,1
792,14,9641,20765,54.53846154,2806,5354,3866,9220,0,1
793,25,11908,26553,27.29166667,2796,5512,9091,14603,0,1
794,36,22181,51356,20.11428571,2792,22236,5141,27377,0,0
795,40,26144,43418,18.43589744,2828,11696,20188,31884,0,1
796,27,17847,24938,27.61538462,2792,10549,9857,20406,0,1
797,2,815,2065,105,2791,1083,0,1083,1,0
798,13,7673,9346,25.16666667,2800,0,7572,7572,0,1
799,70,56340,63555,9.579710145,3009,23663,35482,59145,0,1
800,18,14549,20722,17,2779,0,15745,15745,0,1
801,5,4941,8858,93.25,2798,3553,1082,4635,0,0
802,31,27284,39883,23.2,2810,21867,6498,28365,0,0
803,18,12676,18706,15.70588235,2808,0,14465,14465,0,1
804,12,6663,16261,58.90909091,2783,2969,4126,7095,0,1
805,19,9746,21867,38,2797,6719,4779,11498,0,0
806,3,2661,4082,337.5,2794,760,2007,2767,0,1
807,2,1078,1744,300,2783,344,662,1006,0,1
808,30,38435,38939,24.4137931,2784,22278,13604,35882,0,0
809,7,3921,8521,70.83333333,2829,2214,3292,5506,0,1
810,4,2831,4390,43.66666667,2787,2568,0,2568,1,0
811,5,3523,5744,91.5,2807,2140,1424,3564,0,1
812,59,57776,104352,12.37931034,2793,40853,28146,68999,0,0
813,12,15172,16367,61.36363636,2771,6005,9390,15395,0,1
814,4,6743,4565,52.33333333,2809,0,6826,6826,1,1
815,32,28873,56842,15.48387097,2792,20917,11634,32551,1,0
816,5,2168,3324,128,2781,1716,1412,3128,0,0
817,11,15654,22975,61.5,2786,4795,10935,15730,0,1
818,21,10656,25088,36.4,2801,5077,8996,14073,0,1
819,5,1712,4847,18.5,2769,3023,0,3023,1,0
820,16,13659,17940,26.33333333,2778,14569,1040,15609,1,0
821,3,1506,1757,113.5,2775,710,730,1440,1,1
822,7,2743,8433,42.83333333,2782,671,2933,3604,1,1
823,8,14467,14774,74.57142857,2759,8233,4698,12931,0,0
824,5,1833,6542,102.25,2769,2974,779,3753,1,0
825,2,30242,24464,14,2784,12600,0,12600,1,0
826,2,1682,2684,415,2777,1280,938,2218,0,1
827,21,8625,25551,32.65,2755,8722,5931,14653,0,0
828,4,4358,8282,141,2756,3130,2278,5408,0,1
829,20,11948,26598,34.10526316,2763,9175,3953,13128,0,0
830,2,1000,760,1,2745,0,1174,1174,1,1
831,14,12069,23470,53.46153846,2753,4844,9058,13902,0,1
832,2,1120,3434,3,2754,2148,0,2148,1,0
833,8,2436,8810,76.85714286,2763,2838,1504,4342,0,1
834,18,39229,28144,23,2750,5105,30308,35413,0,1
835,7,9672,12565,78.66666667,2786,1997,7051,9048,0,1
836,18,28336,21188,22.35294118,2745,26545,680,27225,1,0
837,16,24543,25771,44.26666667,2768,14440,8158,22598,0,0
838,11,6814,9714,62.7,2736,2801,4926,7727,0,1
839,4,2142,5004,115.6666667,2748,1682,1512,3194,1,1
840,12,10834,22994,45.63636364,2752,5853,4654,10507,0,0
841,22,21259,25204,32.76190476,2770,5255,7684,12939,0,0
842,31,39351,51368,22.03333333,2769,12942,21294,34236,0,1
843,2,0,2579,22,2755,0,799,799,1,1
844,3,1926,2348,142,2750,2237,0,2237,1,0
845,7,5144,8421,90.5,2756,1858,3543,5401,0,1
846,3,2733,8016,39.5,2739,3350,0,3350,1,0
847,14,11215,16096,51.15384615,2766,5690,7873,13563,0,1
848,20,8441,29922,38.21052632,2732,8576,5904,14480,0,0
849,3,2914,2795,93,2750,3000,0,3000,1,0
850,9,51385,57245,49.625,2749,13648,7600,21248,1,0
851,21,13681,19427,18.3,2742,584,14545,15129,0,1
852,8,7002,15213,99.71428571,2729,855,1720,2575,0,0
853,10,10523,13032,65.55555556,2738,6925,2474,9399,0,0
854,5,7233,8722,28.5,2728,0,6436,6436,0,1
855,11,5087,17635,47.6,2739,3675,4458,8133,0,1
856,16,7328,19985,44.13333333,2717,5414,5945,11359,0,1
857,60,93504,154736,12.22033898,2739,37442,40801,78243,0,1
858,10,8344,16047,64.33333333,2729,5550,3811,9361,0,0
859,3,5312,4533,79.5,2745,4598,0,4598,1,0
860,23,17755,27183,28.45454545,2756,5188,13520,18708,0,1
861,14,7313,11400,47.23076923,2739,3869,1879,5748,0,0
862,8,2630,9038,81.85714286,2739,1343,2465,3808,0,1
863,41,23190,43239,16.35,2736,12379,13945,26324,1,1
864,24,30430,43544,22.52173913,2716,11830,15337,27167,0,1
865,32,30610,69125,22.61290323,2740,12087,19305,31392,0,1
866,4,3156,5325,61,2786,3837,0,3837,1,0
867,16,12161,14817,45.86666667,2718,7820,4062,11882,0,0
868,6,4599,5847,106.4,2718,2883,2291,5174,0,0
869,17,16224,19371,30.875,2725,2987,13389,16376,0,1
870,6,5060,13472,80,2729,3310,2300,5610,0,0
871,5,3235,4288,51,2727,3152,0,3152,1,0
872,13,13982,27181,46.66666667,2738,6644,7864,14508,0,1
873,2,1303,1886,352,2725,826,782,1608,0,1
874,2,1743,2378,123,2732,0,1593,1593,1,1
875,4,5882,7632,145.6666667,2716,865,4543,5408,0,1
876,83,149093,149993,8.829268293,2787,45490,79527,125017,0,1
877,22,23129,37558,28.80952381,2750,10908,9736,20644,0,0
878,2,1046,1387,1,2712,1136,0,1136,1,0
879,3,4393,10798,3.5,2751,0,2830,2830,1,1
880,18,14364,16553,33.88235294,2725,8630,7900,16530,1,0
881,9,4618,11130,36.625,2720,913,4401,5314,1,1
882,29,40968,50660,22.82142857,2718,29012,9919,38931,0,0
883,2,1713,2871,154,2714,980,0,980,1,0
884,29,16239,18707,22.60714286,2700,6707,13111,19818,0,1
885,7,7929,8386,26,2699,3030,4694,7724,1,1
886,2,1447,2020,15,2717,0,1315,1315,1,1
887,33,38991,53614,21.28125,2752,18300,17304,35604,0,1
888,5,16432,18728,53.25,2706,11850,5795,17645,1,1
889,9,7141,13301,77.625,2727,1960,6939,8899,0,1
890,3,2671,5134,250,2708,2380,311,2691,0,0
891,62,57068,103017,11.83606557,2720,21766,29712,51478,0,1
892,8,3096,5653,94,2713,2860,1685,4545,0,0
893,2,1101,1718,139,2708,0,1210,1210,1,1
894,14,33351,24649,37.46153846,2719,12620,17311,29931,0,1
895,2,1592,2103,3,2717,1833,0,1833,1,0
896,5,4149,8119,52.25,2708,0,4548,4548,0,1
897,12,7149,11278,49.36363636,2718,6392,1762,8154,0,0
898,25,20967,26009,27.875,2721,14090,8655,22745,0,0
899,10,13786,10447,66.44444444,2828,6677,7969,14646,0,0
900,5,4848,6850,105,2708,1410,3616,5026,0,1
901,2,1292,1380,36,2710,0,1270,1270,1,1
902,2,1596,4268,14,2709,2130,0,2130,1,0
903,5,7759,8396,107,2674,4001,2337,6338,0,0
904,3,2708,7604,138,2694,2538,1136,3674,0,0
905,4,3105,5412,125.6666667,2706,1659,1309,2968,0,0
906,24,28091,35804,24.39130435,2675,11482,16410,27892,0,1
907,14,22465,19412,44.84615385,2725,10995,10680,21675,0,1
908,14,26263,18861,54,2695,11072,13338,24410,0,1
909,4,1017,4055,30,2697,1417,0,1417,1,0
910,2,5538,4743,7,2702,0,5059,5059,1,1
911,4,2351,3145,152.3333333,2693,2350,556,2906,0,0
912,2,1656,1866,13,2697,0,1766,1766,1,1
913,4,2670,6786,1.666666667,2702,0,3013,3013,1,1
914,7,4312,11246,54.16666667,2699,3250,2875,6125,1,0
915,49,84754,65717,14.25,2699,28693,30580,59273,0,0
916,29,192450,211369,25.67857143,2691,59672,56764,116436,0,1
917,16,6608,9917,45.73333333,2679,4476,4856,9332,0,1
918,14,17024,27061,54.07692308,2695,12643,4274,16917,0,0
919,3,828,3427,17.5,2701,1391,320,1711,1,0
920,2,1588,4341,161,2697,0,1305,1305,0,1
921,66,66604,87096,10.89230769,2694,36460,32661,69121,0,1
922,20,34107,27216,23.42105263,2681,0,19442,19442,0,1
923,3,1016,1655,29,2687,1090,0,1090,1,0
924,5,3618,3770,14,2670,3720,0,3720,1,0
925,2,920,2800,5,2696,2100,0,2100,1,0
926,18,6734,21253,37.82352941,2686,6167,3338,9505,0,0
927,33,22000,52732,20.4375,2673,22642,7133,29775,0,0
928,7,9580,12957,28.16666667,2680,0,8046,8046,0,1
929,11,8932,11175,64.2,2714,4410,5904,10314,0,1
930,36,19519,34904,20.68571429,2678,13731,8222,21953,0,0
931,5,3230,3450,3.25,2696,0,3175,3175,1,1
932,26,15777,24032,27.32,2686,13104,4293,17397,0,0
933,15,37376,43996,38.64285714,2703,10434,9236,19670,0,1
934,9,6378,9922,64,2758,0,2125,2125,0,1
935,4,2663,5500,76,2686,0,2576,2576,0,1
936,3,2598,5075,115,2713,1020,1853,2873,1,1
937,16,14553,21095,45.66666667,2708,3538,12290,15828,0,1
938,4,3152,8750,2.666666667,2679,3435,0,3435,1,0
939,8,5861,12371,64.71428571,2676,4928,544,5472,1,0
940,14,13570,22126,45.46153846,2675,700,6476,7176,0,1
941,11,3000,11165,41.5,2673,683,5042,5725,0,1
942,10,11602,12658,62.77777778,2767,4256,4894,9150,0,0
943,10,9753,13860,15.44444444,2661,0,9576,9576,0,1
944,6,4002,12554,102.4,2692,536,5271,5807,0,1
945,24,32490,40691,30.39130435,2679,18191,13720,31911,0,0
946,2,2397,2456,456,2661,768,1113,1881,0,1
947,5,2209,4873,73,2657,0,2686,2686,0,1
948,12,14328,15797,50.90909091,2675,9602,4294,13896,0,0
949,11,3508,10623,55.7,2684,5236,224,5460,0,0
950,2,2862,4225,369,2672,0,1275,1275,0,1
951,67,148491,123464,10.51515152,2681,71181,71769,142950,0,1
952,2,3816,3934,12,2699,0,2618,2618,1,1
953,15,11018,5076,42.57142857,2679,8288,6658,14946,0,0
954,2,715,1104,381,2678,395,502,897,0,1
955,27,19485,46895,26.5,2674,7012,15668,22680,0,1
